ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,4,80283,68193,1033625,68193,0,0,371,2496,59,0,0,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,5,523680,97654,7849895,97654,37207,19462,1946,5779,845,0,0,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,6,525363,166662,9846308,166662,85971,56953,832,2163,1111,0,551,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,7,596562,204661,13282321,204661,96394,143599,0,0,11559,0,3597,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,8,582211,196261,13295510,196261,103353,141220,2227,1408,13213,0,1453,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,9,567587,174103,11824441,174103,122218,72746,3786,3456,6473,0,213,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,10,236567,121380,3638400,121380,23005,5772,1411,1907,1221,0,0,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,11,17687,49087,228084,49087,653,0,0,0,7,0,0,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yellowstone NP,yell,National Park,Intermountain ,WY,2022,12,30794,52440,415915,52440,1887,0,0,0,46,0,0,,,,,,2022,3290242,1336634,63536090,762732,492529,439752,10909,18454,34758,0,5814
Yosemite NP,yose,National Park,Pacific West ,CA,2022,1,137057,5947,1526600,5947,20435,0,4747,4536,329,0,0,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,2,170196,7224,1927383,7224,27716,0,5163,5000,564,0,0,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,3,192634,8137,2705217,8137,44002,0,8462,8692,1060,0,0,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,4,285601,12095,4521891,12095,59428,0,25012,22336,1868,0,1852,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,5,380905,15903,6174358,15903,61516,0,47652,30064,10504,0,2758,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,6,470045,18405,8232605,18405,95908,0,53053,25676,32024,0,3424,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,7,396833,14429,7307386,14429,66463,0,61226,24368,34496,0,3562,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,8,518407,18927,8568440,18927,74599,0,64920,34024,34372,0,5528,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,9,424374,15920,6137404,15920,63271,0,34167,20928,20432,0,4614,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,10,381612,14251,5418446,14251,59441,0,32323,26584,6431,0,592,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,11,178786,7773,2634129,7773,39016,0,10421,12100,375,0,238,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Yosemite NP,yose,National Park,Pacific West ,CA,2022,12,131100,5758,1810470,5758,32713,0,2742,5792,2,0,0,,,,,,2022,3667550,144769,56964329,3708989,644508,0,349888,220100,142457,0,22568
Zion NP,zion,National Park,Intermountain ,UT,2022,1,139827,1860,812928,1860,2092,0,2678,2717,63,0,24,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,2,168499,1680,1070374,1680,2727,0,4037,4490,118,0,407,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,3,446308,1860,2830665,1860,5012,0,8242,12345,840,0,2679,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,4,491625,1800,3165732,1800,5719,0,14172,9554,1629,0,4079,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,5,539172,1860,3416310,1860,5166,0,15423,9342,1911,0,3943,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,6,569975,1800,3646508,1800,6164,0,17162,9216,1576,0,3934,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,7,548636,1860,3586813,1860,6406,0,19409,9418,1001,0,3939,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,8,437134,1860,2922748,1860,6120,0,17844,8981,616,0,3316,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,9,423654,1800,2717325,1800,4682,0,13661,8292,601,0,3192,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,10,459697,1860,2885620,1860,4831,0,12454,9312,1472,0,3041,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,11,291044,1800,1806136,1800,4129,0,6578,5182,457,0,1545,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
Zion NP,zion,National Park,Intermountain ,UT,2022,12,176846,1860,1068337,1860,3480,0,2006,5098,91,0,135,,,,,,2022,4692417,21900,29929496,5475,56528,0,133666,93947,10375,0,30234
