ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,1,6752,2100,25213,2100,0,0,0,0,79,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,2,9213,2400,34655,2400,0,0,0,0,114,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,3,11933,2800,47830,2800,0,0,0,0,295,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,4,14779,4800,53647,4800,0,0,0,0,96,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,5,31822,4900,149196,4900,2315,0,0,0,39,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,6,70975,6100,345101,6100,5958,0,0,0,68,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,7,139513,6500,770847,6500,7227,8006,0,0,340,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,8,107351,3900,660178,3900,6883,8450,0,0,266,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,9,78967,4800,557353,4800,7393,7928,0,0,206,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,10,39989,3300,163129,3300,1378,0,0,0,56,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,11,10481,3700,36782,3700,0,0,0,0,5,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Crater Lake NP,crla,National Park,Pacific West ,OR,2022,12,5484,4300,19674,4300,0,0,0,0,24,0,0,,,,,,2022,527259,49600,2863605,24800,31154,24384,0,0,1588,0,0
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,1,98868,0,211360,0,479,0,0,0,0,0,226,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,2,110513,0,254624,0,411,0,0,0,0,0,234,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,3,174226,0,461072,0,187,0,0,0,0,0,150,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,4,233050,0,495043,0,522,0,0,0,0,0,529,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,5,325101,0,1237238,0,589,0,0,0,0,0,491,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,6,336744,0,860982,0,743,0,0,0,0,0,331,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,7,375656,0,906858,0,656,0,0,0,0,0,825,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,8,341220,0,952093,0,872,0,0,0,0,0,344,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,9,327857,0,1036613,0,620,0,0,0,0,0,443,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,10,318589,0,874647,0,613,0,0,0,0,0,34,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,11,161940,0,488074,0,405,0,0,0,0,0,85,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Cuyahoga Valley NP,cuva,National Park,Midwest ,OH,2022,12,109548,0,372427,0,489,0,0,0,0,0,90,,,,,,2022,2913312,0,8151031,0,6586,0,0,0,0,0,3782
Death Valley NP,deva,National Park,Pacific West ,CA,2022,1,92212,3594,846201,3594,1957,416,11587,14394,183,0,55,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,2,124091,4819,1177440,4819,2160,380,15082,23197,499,0,79,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,3,182052,7186,1535475,7186,2554,382,18032,22570,719,0,112,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,4,108984,4174,833751,4174,2740,394,9475,7091,314,0,68,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,5,92601,3582,582049,3582,1588,275,2204,2061,32,0,0,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,6,84768,3349,499130,3349,1437,95,792,416,11,0,0,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,7,84575,3297,499820,3297,2807,64,433,211,8,0,0,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,8,48242,1904,280856,1904,1246,30,157,54,0,0,0,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,9,54672,2130,324747,2130,1230,67,491,365,1,0,0,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,10,53764,2075,408668,2075,1430,129,4226,3846,32,0,30,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,11,93445,3766,806921,3766,1853,329,9771,11978,661,0,62,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Death Valley NP,deva,National Park,Pacific West ,CA,2022,12,109456,4439,864580,4439,2065,301,9203,9616,823,0,65,,,,,,2022,1128862,44315,8659638,66470,23067,2862,81453,95799,3283,0,471
Denali NP & PRES,dena,National Park,Alaska,AK,2022,1,403,14384,4110,14384,0,0,0,0,4,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,2,952,14642,9564,14642,0,0,0,0,2,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,3,2073,21568,26078,21568,0,0,0,0,227,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,4,4237,47840,113586,47840,0,0,0,0,3186,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,5,37305,135713,685714,135713,0,1366,0,0,12552,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,6,104177,187622,1426711,187622,0,5178,0,0,12937,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,7,115369,199682,1296889,199682,0,5907,0,0,2227,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,8,112709,150150,1246002,150150,0,5529,0,0,1667,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,9,43372,74620,471907,74620,0,1897,0,0,511,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,10,3191,25568,32484,25568,0,0,0,0,22,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,11,1978,19420,19782,19420,0,0,0,0,0,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Denali NP & PRES,dena,National Park,Alaska,AK,2022,12,1796,12334,17974,12334,0,0,0,0,0,0,0,,,,,,2022,427562,903543,5350801,225885,0,19877,0,0,33335,0,0
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,1,6633,0,45484,0,0,0,0,0,0,0,487,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,2,6220,252,49379,252,0,0,468,0,0,252,659,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,3,7528,147,54525,147,0,0,272,0,0,147,879,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,4,7562,186,55142,186,0,0,322,0,0,186,978,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,5,7951,207,60228,207,0,0,480,0,0,207,1076,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,6,7460,213,58503,213,0,0,856,0,0,213,1112,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,7,6849,525,57174,525,0,0,784,0,0,525,621,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,8,6725,222,56248,222,0,0,926,0,0,222,583,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,9,5357,147,43791,147,0,0,620,0,0,147,519,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,10,3603,0,23829,0,0,0,0,0,0,0,56,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,11,5630,0,40215,0,0,0,0,0,0,0,95,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Dry Tortugas NP,drto,National Park,Southeast ,FL,2022,12,6970,210,54183,210,0,0,596,0,0,210,570,,,,,,2022,78488,2109,598701,25308,0,0,5324,0,0,2109,7635
Everglades NP,ever,National Park,Southeast ,FL,2022,1,139538,600,954539,600,0,14858,0,0,3146,0,2,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,2,156859,600,1000528,600,0,14379,0,0,3024,0,8,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,3,136512,600,791178,600,0,12286,0,0,2201,0,4,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,4,132171,600,580499,600,0,4083,0,0,994,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,5,91086,600,358201,600,0,1706,0,0,191,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,6,85214,300,316572,300,0,728,0,0,59,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,7,80773,300,276922,300,0,607,0,0,95,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,8,86642,300,346140,300,0,798,0,0,26,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,9,61057,300,245267,300,0,494,0,0,56,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,10,44197,600,204408,600,0,1094,0,0,62,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,11,64825,600,443888,600,0,5673,0,0,1006,0,0,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Everglades NP,ever,National Park,Southeast ,FL,2022,12,76319,600,535708,600,0,7901,0,0,1445,0,13,,,,,,2022,1155193,6000,6053850,27000,0,64607,0,0,12305,0,27
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,5,338,0,492,0,0,0,0,0,17,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,6,2214,0,12388,0,0,0,0,0,472,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,7,2615,0,39826,0,0,0,0,0,1609,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,8,3125,0,43253,0,0,0,0,0,1742,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,9,1165,0,4826,0,0,0,0,0,177,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,10,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gates of the Arctic NP & PRES,gaar,National Park,Alaska,AK,2022,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,2022,9457,0,100785,0,0,0,0,0,4017,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,1,37942,0,151770,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,2,38975,0,155900,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,3,107142,0,428570,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,4,102741,0,410965,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,5,111872,0,447490,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,6,162685,0,650740,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,7,543140,0,2172560,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,8,153348,0,598240,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,9,108741,0,434965,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,10,111471,0,445885,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,11,80576,0,322305,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Gateway Arch NP,jeff,National Park,Midwest ,MO,2022,12,60141,0,240565,0,0,0,0,0,0,0,0,,,,,,2022,1618774,0,6459955,0,0,0,0,0,0,0,0
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,1,172,8,2656,8,0,0,0,0,16,80,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,2,22,22,2056,22,0,0,0,0,16,220,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,3,272,20,3056,20,0,0,0,0,16,200,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,4,3813,52,48502,52,0,0,0,0,12,300,329,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,5,64956,73,801120,73,704,0,41,0,382,660,345,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,6,90985,93,1215427,93,4013,0,202,0,1092,850,2088,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,7,98596,122,1335644,122,5084,0,258,0,1178,1170,2542,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,8,103196,110,1386496,110,4961,0,205,0,785,980,2906,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,9,80309,37,979424,37,792,0,18,0,193,430,209,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,10,102993,8,1236168,8,0,0,0,0,19,130,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,11,222,0,2856,0,0,0,0,0,16,0,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier Bay NP & PRES,glba,National Park,Alaska,AK,2022,12,222,0,2856,0,0,0,0,0,16,0,70,,,,,,2022,545758,545,7016261,121480,15554,0,724,0,3741,5020,8839
Glacier NP,glac,National Park,Intermountain ,MT,2022,1,17539,48,71316,48,0,0,12,0,52,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,2,18461,40,76076,40,0,0,40,33,51,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,3,24030,57,99522,57,0,0,65,72,52,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,4,36518,240,154460,240,0,0,110,348,8,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,5,181387,1088,956541,1088,4072,0,2710,5589,182,0,280,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,6,529098,2533,6211534,2533,25088,0,15486,24297,2382,0,1778,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,7,730549,4104,8721887,4104,33532,0,30136,28368,7783,0,2417,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,8,675335,2997,8245480,2997,33664,0,27586,29892,9993,0,2077,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,9,544575,2111,6101668,2111,14024,0,13270,22293,7343,0,236,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,10,115740,552,513827,552,0,0,970,1485,371,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,11,20914,41,85241,41,0,0,5,57,26,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Glacier NP,glac,National Park,Intermountain ,MT,2022,12,14312,24,59075,24,0,0,32,51,18,0,0,,,,,,2022,2908458,13835,31296627,114065,110380,0,90422,112485,28261,0,6788
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,1,180094,534,2802994,534,19201,991,1961,918,9481,0,0,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,2,191984,651,2986289,651,23463,1317,2346,1038,10253,0,0,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,3,392273,762,6034686,762,42971,3547,7656,3447,26575,0,1138,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,4,438576,674,6764973,674,37048,3716,10283,5884,40891,0,1632,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,5,496238,602,7858503,602,44405,3560,12015,8200,47857,0,1758,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,6,510239,828,7991456,828,64767,4618,13505,9086,39754,0,1966,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,7,543760,609,8604567,609,55275,5152,9681,7439,34433,0,3049,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,8,500265,585,7972657,585,55371,5149,7050,5305,31201,0,2748,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,9,439611,492,6956718,492,62724,3307,10479,7518,35826,0,535,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,10,442697,525,6936274,525,51095,3837,9591,5637,27833,0,793,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,11,323112,735,5035602,735,36305,2617,4170,1797,17464,0,326,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Canyon NP,grca,National Park,Intermountain ,AZ,2022,12,273252,723,4240207,723,33842,1589,1088,490,10055,0,196,,,,,,2022,4732101,7720,74184926,7720,526467,39400,89825,56759,331623,0,14141
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,1,59920,125373,187892,125373,417,0,0,0,0,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,2,62198,126636,190612,126636,206,0,0,0,0,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,3,66862,130401,203355,130401,142,0,0,0,0,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,4,67541,80731,220125,80731,7,845,0,0,46,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,5,235020,105736,2430956,105736,11872,75348,0,0,1288,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,6,497531,129990,4100348,129990,44974,83645,0,0,5112,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,7,558710,184289,5020829,184289,53274,105237,0,0,13012,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,8,539171,170630,4262786,170630,47039,75882,0,0,12734,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,9,441995,169122,3253053,169122,36353,55365,0,0,7106,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
Grand Teton NP,grte,National Park,Intermountain ,WY,2022,10,196727,121270,771707,121270,2594,6014,0,0,701,0,0,,,,,,2022,2806223,1536763,20885529,1536763,196981,402336,0,0,40010,0,0
